"ROAD","LI","CONTRI","JF","CF","SP","DE","TIME"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-13 01:38:33"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0017","0.70","32.00","-","2016-06-13 01:49:11"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-13 01:49:11"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 01:49:11"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0","0.70","25.16","-","2016-06-13 01:49:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0","0.70","25.16","+","2016-06-13 01:49:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.87","55.29","+","2016-06-13 01:48:57"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.93","59.49","+","2016-06-13 01:48:57"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.93","64.35","+","2016-06-13 01:48:57"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0","0.97","76.49","+","2016-06-13 01:48:57"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0","0.93","74.76","+","2016-06-13 01:48:57"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.97","81.83","+","2016-06-13 01:48:57"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.83","60.13","-","2016-06-13 01:48:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0","0.84","65.71","-","2016-06-13 01:48:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.87","66.87","-","2016-06-13 01:48:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0","0.84","66.59","-","2016-06-13 01:48:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.84","63.17","-","2016-06-13 01:48:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","2.0798","0.70","19.74","-","2016-06-13 01:49:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","20.21","-","2016-06-13 01:49:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0.5542","0.70","25.02","-","2016-06-13 01:49:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","0.1770","0.70","27.66","-","2016-06-13 01:49:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","1.6473","0.71","24.86","+","2016-06-13 01:48:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0.0801","0.70","26.85","+","2016-06-13 01:48:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.70","16.00","+","2016-06-13 01:48:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0017","0.70","32.00","-","2016-06-13 01:59:11"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-13 01:59:11"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 01:59:11"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","0","0.70","25.16","-","2016-06-13 01:59:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0","0.70","25.16","+","2016-06-13 01:59:04"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.77","51.82","+","2016-06-13 01:59:02"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.80","53.71","+","2016-06-13 01:59:02"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.80","57.55","+","2016-06-13 01:59:02"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0","0.82","65.75","+","2016-06-13 01:59:02"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0","0.80","67.73","+","2016-06-13 01:59:02"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.82","69.25","+","2016-06-13 01:59:02"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.76","56.75","-","2016-06-13 01:58:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0","0.76","64.22","-","2016-06-13 01:58:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.77","65.29","-","2016-06-13 01:58:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0","0.76","64.61","-","2016-06-13 01:58:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.76","59.77","-","2016-06-13 01:58:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","2.3437","0.70","19.32","-","2016-06-13 01:58:06"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0","0.70","20.10","-","2016-06-13 01:58:06"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","0.5621","0.70","25.00","-","2016-06-13 01:58:06"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","0.3702","0.70","27.29","-","2016-06-13 01:58:06"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","1.8980","0.70","24.38","+","2016-06-13 01:58:26"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","0.3390","0.70","26.38","+","2016-06-13 01:58:26"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0","0.72","16.24","+","2016-06-13 01:58:26"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.5183","0.72","30.87","-","2016-06-13 02:09:12"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-13 02:09:12"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 02:09:12"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","1.0248","0.70","23.25","-","2016-06-13 02:09:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0","0.70","25.16","+","2016-06-13 02:09:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.73","50.27","+","2016-06-13 02:08:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.74","50.56","+","2016-06-13 02:08:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.74","53.94","+","2016-06-13 02:08:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0","0.75","60.93","+","2016-06-13 02:08:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0","0.74","64.57","+","2016-06-13 02:08:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.75","62.65","+","2016-06-13 02:08:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.72","55.24","-","2016-06-13 02:08:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0","0.73","63.64","-","2016-06-13 02:08:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.73","64.58","-","2016-06-13 02:08:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0","0.72","63.72","-","2016-06-13 02:08:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.72","57.77","-","2016-06-13 02:08:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","2.8240","0.70","18.57","-","2016-06-13 02:09:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0.3837","0.70","19.48","-","2016-06-13 02:09:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","1.2084","0.70","23.86","-","2016-06-13 02:09:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","0.7516","0.70","26.57","-","2016-06-13 02:09:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","2.6722","0.70","22.90","+","2016-06-13 02:08:26"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","1.7544","0.70","23.77","+","2016-06-13 02:08:26"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0.4253","0.74","15.54","+","2016-06-13 02:08:26"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","1.0556","0.71","29.70","-","2016-06-13 02:19:12"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.0016","0.70","32.00","+","2016-06-13 02:19:12"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 02:19:12"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","1.8727","0.70","21.81","-","2016-06-13 02:19:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.4037","0.70","24.31","+","2016-06-13 02:19:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.0758","0.71","48.75","+","2016-06-13 02:18:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0.1191","0.72","48.60","+","2016-06-13 02:18:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","1.0951","0.78","48.12","+","2016-06-13 02:18:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","2.8638","0.90","45.87","+","2016-06-13 02:18:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","2.7268","0.88","50.47","+","2016-06-13 02:18:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","2.9917","0.92","46.97","+","2016-06-13 02:18:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.71","54.90","-","2016-06-13 02:18:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0","0.71","63.34","-","2016-06-13 02:18:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.71","64.30","-","2016-06-13 02:18:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0","0.71","63.45","-","2016-06-13 02:18:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.1232","0.71","56.52","-","2016-06-13 02:18:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","3.2523","0.70","17.90","-","2016-06-13 02:19:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0.5785","0.70","19.21","-","2016-06-13 02:19:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","1.3720","0.70","23.57","-","2016-06-13 02:19:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","1.4890","0.70","25.16","-","2016-06-13 02:19:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","2.9362","0.70","22.39","+","2016-06-13 02:18:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","2.7108","0.70","22.01","+","2016-06-13 02:18:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0.7003","0.72","15.24","+","2016-06-13 02:18:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.9268","0.78","29.98","-","2016-06-13 02:29:12"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","0.5197","0.70","30.87","+","2016-06-13 02:29:12"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","0.0020","0.70","25.00","+","2016-06-13 02:29:12"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","2.4798","0.70","20.77","-","2016-06-13 02:29:04"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","0.8383","0.70","23.57","+","2016-06-13 02:29:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.86","51.22","+","2016-06-13 02:28:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","1.8584","0.97","42.79","+","2016-06-13 02:28:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.8501","0.85","48.99","+","2016-06-13 02:28:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.1838","0.85","56.29","+","2016-06-13 02:28:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","3.9214","0.96","45.42","+","2016-06-13 02:28:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0.5822","0.85","56.66","+","2016-06-13 02:28:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.84","57.86","-","2016-06-13 02:28:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0","0.87","63.83","-","2016-06-13 02:28:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.0738","0.87","63.68","-","2016-06-13 02:28:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0","0.86","63.15","-","2016-06-13 02:28:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.88","58.42","-","2016-06-13 02:28:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","3.5758","0.70","17.39","-","2016-06-13 02:29:04"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","0.6642","0.70","19.09","-","2016-06-13 02:29:04"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","2.8464","0.70","20.95","-","2016-06-13 02:29:04"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","2.1367","0.70","23.92","-","2016-06-13 02:29:04"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","3.0510","0.70","22.18","+","2016-06-13 02:28:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","3.3381","0.70","20.85","+","2016-06-13 02:28:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0.8203","0.70","15.11","+","2016-06-13 02:28:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","2.4480","0.73","26.66","-","2016-06-13 02:39:12"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","2.2502","0.70","27.09","+","2016-06-13 02:39:12"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","1.6681","0.70","22.16","+","2016-06-13 02:39:12"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","3.4335","0.70","19.15","-","2016-06-13 02:39:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","2.8533","0.70","20.14","+","2016-06-13 02:39:02"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","1.2430","0.82","44.85","+","2016-06-13 02:38:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","1.6590","0.82","43.46","+","2016-06-13 02:38:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","5.6604","0.89","29.31","+","2016-06-13 02:38:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","7.2441","0.94","23.24","+","2016-06-13 02:38:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","8.4623","0.98","16.34","+","2016-06-13 02:38:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","7.6574","0.95","21.66","+","2016-06-13 02:38:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.76","55.73","-","2016-06-13 02:38:36"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.0232","0.77","62.90","-","2016-06-13 02:38:36"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.1415","0.78","63.38","-","2016-06-13 02:38:36"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0","0.77","63.07","-","2016-06-13 02:38:36"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.4853","0.78","55.11","-","2016-06-13 02:38:36"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","3.7151","0.70","17.17","-","2016-06-13 02:39:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","1.1181","0.70","18.48","-","2016-06-13 02:39:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","3.4804","0.70","19.83","-","2016-06-13 02:39:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","2.7119","0.70","22.82","-","2016-06-13 02:39:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","3.3985","0.70","21.51","+","2016-06-13 02:38:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","3.7550","0.72","20.09","+","2016-06-13 02:38:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","0.4769","0.73","15.48","+","2016-06-13 02:38:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","3.6096","0.71","24.12","-","2016-06-13 02:49:13"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","3.6544","0.70","24.03","+","2016-06-13 02:49:13"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","3.6326","0.70","18.81","+","2016-06-13 02:49:13"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","4.0265","0.70","18.14","-","2016-06-13 02:49:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","3.2172","0.76","19.52","+","2016-06-13 02:49:05"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","1.4648","0.75","44.11","+","2016-06-13 02:48:58"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","1.6515","0.75","43.48","+","2016-06-13 02:48:58"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","3.9777","0.82","37.90","+","2016-06-13 02:48:58"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","4.8115","0.88","36.90","+","2016-06-13 02:48:58"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","5.6697","0.89","34.90","+","2016-06-13 02:48:58"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","5.7475","0.88","32.75","+","2016-06-13 02:48:58"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.72","54.50","-","2016-06-13 02:48:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.1387","0.73","62.40","-","2016-06-13 02:48:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.2576","0.73","62.88","-","2016-06-13 02:48:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.0567","0.73","62.76","-","2016-06-13 02:48:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.9974","0.73","53.12","-","2016-06-13 02:48:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","3.9976","0.70","16.73","-","2016-06-13 02:49:07"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","1.5696","0.70","17.86","-","2016-06-13 02:49:07"
